p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,cumulative_minutes_played,cumulative_games_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season
marcpugh,2016,58,188,1.391,21,25,2.387,41,2/04/1987,"180,00","72,00",England,High/Medium,"69,60","66,00","71,40",Midfielder,29,,,,,,"22,22222222","3,5",3,,,
marcpugh,2017,130,188,996,20,31,2.387,41,2/04/1987,"180,00","72,00",England,High/Medium,"69,60","66,00","71,40",Midfielder,30,1.391,21,"66,24","58,00","21,00","22,22222222","3,5",3,0,188,58
marcusbettinelli,2018,151,171,665,7,22,665,7,24/05/1992,"194,00","82,00",England,Medium/Medium,,,"69,17",Goalkeeper,26,,,,,,"21,78765012","3,0",0,,,
marcusrashford,2018,8,169,2.462,33,35,12.040,168,31/10/1997,"185,80","70,40",England,High/Low,"91,40","73,20","81,00",Forward,21,,,,,,"20,39300566","3,0",2,,,
marcusrashford,2019,149,169,2.758,31,31,12.040,168,31/10/1997,"185,80","70,40",England,High/Low,"91,40","73,20","81,00",Forward,22,2.462,33,"74,61","8,00","33,00","20,39300566","3,0",2,0,169,8
marcusrashford,2020,12,169,3.058,37,38,12.040,168,31/10/1997,"185,80","70,40",England,High/Low,"91,40","73,20","81,00",Forward,23,5.220,64,"81,56","78,50","32,00","20,39300566","3,0",2,1,338,149
marcwilson,2016,52,52,262,4,13,262,4,17/08/1987,"188,00","80,00",Republic of Ireland,Medium/High,"61,75","71,00","72,50",Midfielder,29,,,,,,"22,63467632","3,5",3,,,
mariolemina,2017,24,320,1.806,25,31,5.293,74,1/09/1993,"183,83","83,17",Gabon,Medium/Medium,"74,50","74,00","77,00",Midfielder,24,,,,,,"24,60938560","3,0",3,,,
mariolemina,2018,127,320,1.697,21,23,5.293,74,1/09/1993,"183,83","83,17",Gabon,Medium/Medium,"74,50","74,00","77,00",Midfielder,25,1.806,25,"72,24","24,00","25,00","24,60938560","3,0",3,0,320,24
mariolemina,2020,54,320,1.790,28,30,5.293,74,1/09/1993,"183,83","83,17",Gabon,Medium/Medium,"74,50","74,00","77,00",Midfielder,27,3.503,46,"76,15","75,50","23,00","24,60938560","3,0",3,1,640,127
mariovrancic,2019,79,114,700,20,29,700,20,23/05/1989,"187,00","78,00",Bosnia Herzegovina,Medium/Medium,"54,83","70,00","72,00",Midfielder,30,,,,,,"22,30547056","3,0",3,,,
marknoble,2016,49,152,2.493,30,32,11.002,144,8/05/1987,"179,00","76,00",England,High/High,"46,33","73,83","76,17",Midfielder,29,,,,,,"23,71960925","4,0",3,,,
marknoble,2017,15,152,2.525,29,33,11.002,144,8/05/1987,"179,00","76,00",England,High/High,"46,33","73,83","76,17",Midfielder,30,2.493,30,"83,10","49,00","30,00","23,71960925","4,0",3,0,152,49
marknoble,2018,11,152,2.425,31,35,11.002,144,8/05/1987,"179,00","76,00",England,High/High,"46,33","73,83","76,17",Midfielder,31,5.018,59,"85,05","32,00","29,50","23,71960925","4,0",3,0,304,15
marknoble,2019,37,152,2.786,33,35,11.002,144,8/05/1987,"179,00","76,00",England,High/High,"46,33","73,83","76,17",Midfielder,32,7.443,90,"82,70","25,00","30,00","23,71960925","4,0",3,0,456,11
marknoble,2020,40,152,773,21,32,11.002,144,8/05/1987,"179,00","76,00",England,High/High,"46,33","73,83","76,17",Midfielder,33,10.229,123,"83,16","28,00","30,75","23,71960925","4,0",3,0,608,37
markoarnautovic,2017,13,111,2.469,31,32,7.433,91,19/04/1989,"192,00","83,00",Austria,Medium/Medium,"78,50","80,33","81,33",Forward,28,,,,,,"22,51519097","3,0",2,,,
markoarnautovic,2018,77,111,2.067,28,28,7.433,91,19/04/1989,"192,00","83,00",Austria,Medium/Medium,"78,50","80,33","81,33",Forward,29,2.469,31,"79,65","13,00","31,00","22,51519097","3,0",2,0,111,13
markogrujic,2016,88,176,63,5,17,91,8,13/04/1996,"191,00","83,60",Serbia,Medium/Medium,"64,60","76,40","73,40",Midfielder,20,,,,,,"22,91603849","3,0",3,,,
markushenriksen,2016,81,81,686,15,23,686,15,25/07/1992,"187,00","79,67",Norway,High/Medium,"65,50","77,50","72,83",Midfielder,24,,,,,,"22,78208318","3,5",3,,,
markussuttner,2018,7,206,0,0,1,1.248,14,16/04/1987,"179,00","73,17",Austria,High/Medium,"71,33","69,17","72,00",Defender,31,,,,,,"22,83532557","3,5",1,,,
marouanefellaini,2017,152,196,682,16,16,3.217,57,22/11/1987,"194,00","85,00",Belgium,Medium/Medium,"48,00","88,17","77,50",Midfielder,30,,,,,,"22,58475927","3,0",3,,,
marouanefellaini,2018,44,196,816,14,17,3.217,57,22/11/1987,"194,00","85,00",Belgium,Medium/Medium,"48,00","88,17","77,50",Midfielder,31,682,16,"42,63","152,00","16,00","22,58475927","3,0",3,1,196,152
martenderoon,2016,17,67,2.917,33,35,2.917,33,29/03/1991,"185,00","76,00",Netherlands,Medium/Medium,"66,33","79,67","76,17",Midfielder,25,,,,,,"22,20598977","3,0",3,,,
martincranie,2017,57,348,190,3,16,190,3,26/09/1986,"183,00","78,00",England,Low/Medium,"62,40","70,40","67,40",Defender,31,,,,,,"23,29122996","2,5",1,,,
martinkelly,2018,24,142,1.175,13,34,6.338,77,27/04/1990,"191,00","77,00",England,Low/Medium,"56,83","73,33","74,33",Defender,28,,,,,,"21,10687755","2,5",1,,,
martinkelly,2019,66,142,1.630,19,30,6.338,77,27/04/1990,"191,00","77,00",England,Low/Medium,"56,83","73,33","74,33",Defender,29,1.175,13,"90,38","24,00","13,00","21,10687755","2,5",1,0,142,24
martinkelly,2020,52,142,6,1,25,6.338,77,27/04/1990,"191,00","77,00",England,Low/Medium,"56,83","73,33","74,33",Defender,30,2.805,32,"87,66","45,00","16,00","21,10687755","2,5",1,0,284,66
martinolsson,2017,25,25,3.309,36,36,4.627,51,17/05/1988,"178,00","81,00",Sweden,High/Medium,"80,60","75,00","74,00",Defender,29,,,,,,"25,56495392","3,5",1,,,
masongreenwood,2018,14,92,130,3,3,3.463,65,1/10/2001,"184,00","67,50",England,High/Medium,"78,50","63,00","72,00",Forward,17,,,,,,"19,93738185","3,5",2,,,
masongreenwood,2019,15,92,1.420,31,37,3.463,65,1/10/2001,"184,00","67,50",England,High/Medium,"78,50","63,00","72,00",Forward,18,130,3,"43,33","14,00","3,00","19,93738185","3,5",2,0,92,14
masongreenwood,2020,63,92,1.913,31,35,3.463,65,1/10/2001,"184,00","67,50",England,High/Medium,"78,50","63,00","72,00",Forward,19,1.550,34,"45,59","14,50","17,00","19,93738185","3,5",2,0,184,15
masonholgate,2017,54,128,1.255,15,27,7.715,93,22/10/1996,"183,00","69,00",England,Medium/Medium,"73,17","71,17","70,17",Defender,21,,,,,,"20,60378035","3,0",1,,,
masonholgate,2018,17,128,432,5,8,7.715,93,22/10/1996,"183,00","69,00",England,Medium/Medium,"73,17","71,17","70,17",Defender,22,1.255,15,"83,67","54,00","15,00","20,60378035","3,0",1,0,128,54
masonholgate,2019,8,128,2.174,27,34,7.715,93,22/10/1996,"183,00","69,00",England,Medium/Medium,"73,17","71,17","70,17",Defender,23,1.687,20,"84,35","35,50","10,00","20,60378035","3,0",1,0,256,17
masonholgate,2020,49,128,2.408,28,31,7.715,93,22/10/1996,"183,00","69,00",England,Medium/Medium,"73,17","71,17","70,17",Defender,24,3.861,47,"82,15","26,33","15,67","20,60378035","3,0",1,0,384,8
masonmount,2019,4,25,3.001,37,38,6.043,73,10/01/1999,"176,20","63,80",England,High/Medium,"70,80","50,20","70,20",Midfielder,20,,,,,,"20,54986014","3,5",3,,,
massadiohaidara,2017,51,82,8,1,7,8,1,2/12/1992,"179,67","75,67",France,High/High,"74,67","74,17","69,67",Defender,25,,,,,,"23,44064629","4,0",1,,,
matejvydra,2019,29,61,882,19,28,2.708,61,1/05/1992,"178,33","71,67",Czech Republic,High/Medium,"82,00","60,50","72,83",Forward,27,,,,,,"22,53471919","3,5",2,,,
matejvydra,2020,32,61,1.459,28,33,2.708,61,1/05/1992,"178,33","71,67",Czech Republic,High/Medium,"82,00","60,50","72,83",Forward,28,882,19,"46,42","29,00","19,00","22,53471919","3,5",2,0,61,29
mateokovacic,2018,31,281,1.809,32,36,5.895,90,6/05/1994,"177,83","77,83",Croatia,High/High,"78,67","68,33","81,17",Midfielder,24,,,,,,"24,61156849","4,0",3,,,
mateokovacic,2019,116,281,2.188,31,34,5.895,90,6/05/1994,"177,83","77,83",Croatia,High/High,"78,67","68,33","81,17",Midfielder,25,1.809,32,"56,53","31,00","32,00","24,61156849","4,0",3,0,281,31
mateokovacic,2020,33,281,1.898,27,30,5.895,90,6/05/1994,"177,83","77,83",Croatia,High/High,"78,67","68,33","81,17",Midfielder,26,3.997,63,"63,44","73,50","31,50","24,61156849","4,0",3,0,562,116
mateuszklich,2020,2,9,2.506,35,36,2.506,35,13/06/1990,"182,67","78,50",Poland,High/Medium,"63,33","65,17","71,83",Midfielder,30,,,,,,"23,52616016","3,5",3,,,
mathieudebuchy,2016,61,444,16,1,1,16,1,28/07/1985,"176,50","76,00",France,High/Medium,"71,17","74,50","78,67",Defender,31,,,,,,"24,39631166","3,5",1,,,
mathieudebuchy,2017,181,444,0,0,1,16,1,28/07/1985,"176,50","76,00",France,High/Medium,"71,17","74,50","78,67",Defender,32,16,1,"16,00","61,00","1,00","24,39631166","3,5",1,0,444,61
mathieuflamini,2016,46,91,305,10,26,305,10,7/03/1984,"178,00","67,00",France,Medium/High,"67,00","77,50","76,50",Midfielder,32,,,,,,"21,14631991","3,5",3,,,
mattdoherty,2018,21,78,3.307,38,38,7.616,91,16/01/1992,"182,67","88,33",Republic of Ireland,High/Medium,"74,00","76,67","73,50",Defender,26,,,,,,"26,47317385","3,5",1,,,
mattdoherty,2019,18,78,2.990,36,37,7.616,91,16/01/1992,"182,67","88,33",Republic of Ireland,High/Medium,"74,00","76,67","73,50",Defender,27,3.307,38,"87,03","21,00","38,00","26,47317385","3,5",1,0,78,21
mattdoherty,2020,39,78,1.319,17,28,7.616,91,16/01/1992,"182,67","88,33",Republic of Ireland,High/Medium,"74,00","76,67","73,50",Defender,28,6.297,74,"85,09","19,50","37,00","26,47317385","3,5",1,0,156,18
matteodarmian,2018,99,117,464,6,16,2.336,31,2/12/1989,"182,00","70,00",Italy,Low/High,"74,17","71,67","78,00",Defender,29,,,,,,"21,13271344","3,0",1,,,
matthewconnolly,2018,82,82,0,0,1,0,0,24/09/1987,"188,00","84,00",England,Medium/High,"60,40","74,20","67,60",Defender,31,,,,,,"23,76641014","3,5",1,,,
matthewlowton,2017,18,277,2.425,26,34,12.543,134,9/06/1989,"180,33","78,00",England,High/High,"71,50","75,00","75,50",Defender,28,,,,,,"23,98515790","4,0",1,,,
matthewlowton,2018,27,277,1.853,21,35,12.543,134,9/06/1989,"180,33","78,00",England,High/High,"71,50","75,00","75,50",Defender,29,2.425,26,"93,27","18,00","26,00","23,98515790","4,0",1,0,277,18
matthewlowton,2019,208,277,1.615,17,26,12.543,134,9/06/1989,"180,33","78,00",England,High/High,"71,50","75,00","75,50",Defender,30,4.278,47,"91,02","22,50","23,50","23,98515790","4,0",1,0,554,27
matthewlowton,2020,24,277,3.230,34,36,12.543,134,9/06/1989,"180,33","78,00",England,High/High,"71,50","75,00","75,50",Defender,31,5.893,64,"92,08","84,33","21,33","23,98515790","4,0",1,1,831,208
matthewpennington,2016,161,161,190,3,9,190,3,6/10/1994,"185,00","77,00",England,Medium/Medium,"63,20","68,80","65,60",Defender,22,,,,,,"22,49817385","3,0",1,,,
mattphillips,2016,118,175,2.264,27,28,6.398,90,13/03/1991,"183,00","75,00",Scotland,Medium/Medium,"85,83","69,67","75,17",Midfielder,25,,,,,,"22,39541342","3,0",3,,,
mattphillips,2017,36,175,2.197,30,31,6.398,90,13/03/1991,"183,00","75,00",Scotland,Medium/Medium,"85,83","69,67","75,17",Midfielder,26,2.264,27,"83,85","118,00","27,00","22,39541342","3,0",3,0,175,118
mattphillips,2020,21,175,1.937,33,34,6.398,90,13/03/1991,"183,00","75,00",Scotland,Medium/Medium,"85,83","69,67","75,17",Midfielder,29,4.461,57,"78,26","77,00","28,50","22,39541342","3,0",3,0,350,36
mattritchie,2017,75,306,2.932,35,38,8.787,107,10/09/1989,"172,50","73,33",Scotland,High/Medium,"74,50","67,67","75,67",Midfielder,28,,,,,,"24,64468249","3,5",3,,,
mattritchie,2018,17,306,3.050,36,36,8.787,107,10/09/1989,"172,50","73,33",Scotland,High/Medium,"74,50","67,67","75,67",Midfielder,29,2.932,35,"83,77","75,00","35,00","24,64468249","3,5",3,0,306,75
mattritchie,2019,155,306,1.383,18,20,8.787,107,10/09/1989,"172,50","73,33",Scotland,High/Medium,"74,50","67,67","75,67",Midfielder,30,5.982,71,"84,25","46,00","35,50","24,64468249","3,5",3,0,612,17
mattritchie,2020,59,306,1.422,18,30,8.787,107,10/09/1989,"172,50","73,33",Scotland,High/Medium,"74,50","67,67","75,67",Midfielder,31,7.365,89,"82,75","82,33","29,67","24,64468249","3,5",3,1,918,155
matttargett,2016,200,302,394,5,7,7.871,89,18/09/1995,"183,00","70,00",England,Medium/Medium,"74,33","65,67","70,00",Defender,21,,,,,,"20,90238586","3,0",1,,,
matttargett,2017,27,302,172,2,6,7.871,89,18/09/1995,"183,00","70,00",England,Medium/Medium,"74,33","65,67","70,00",Defender,22,394,5,"78,80","200,00","5,00","20,90238586","3,0",1,1,302,200
matttargett,2018,13,302,1.257,16,28,7.871,89,18/09/1995,"183,00","70,00",England,Medium/Medium,"74,33","65,67","70,00",Defender,23,566,7,"80,86","113,50","3,50","20,90238586","3,0",1,0,604,27
matttargett,2019,61,302,2.458,28,30,7.871,89,18/09/1995,"183,00","70,00",England,Medium/Medium,"74,33","65,67","70,00",Defender,24,1.823,23,"79,26","80,00","7,67","20,90238586","3,0",1,0,906,13
matttargett,2020,1,302,3.590,38,38,7.871,89,18/09/1995,"183,00","70,00",England,Medium/Medium,"74,33","65,67","70,00",Defender,25,4.281,51,"83,94","75,25","12,75","20,90238586","3,0",1,0,1.208,61
mattyjames,2017,412,742,1.040,13,15,1.053,15,22/07/1991,"180,00","81,67",England,Medium/Medium,"59,17","67,83","69,50",Midfielder,26,,,,,,"25,20576132","3,0",3,,,
maxaarons,2019,16,16,3.420,36,36,3.420,36,4/01/2000,"177,33","70,33",England,High/Medium,"81,00","62,00","67,67",Defender,19,,,,,,"22,36559444","3,5",1,,,
maximelemarchand,2018,14,319,2.372,26,34,2.504,28,11/10/1989,"185,00","77,33",France,Medium/High,"70,67","75,67","74,00",Defender,29,,,,,,"22,59556854","3,5",1,,,
maxlowe,2020,11,19,576,8,33,576,8,11/05/1997,"175,00","74,00",England,Medium/Medium,"71,80","61,80","64,80",Defender,23,,,,,,"24,16326531","3,0",1,,,
maxmeyer,2018,26,67,1.508,29,35,2.217,46,18/09/1995,"173,00","68,00",Germany,High/Medium,"70,50","58,83","78,33",Midfielder,23,,,,,,"22,72043837","3,5",3,,,
maxmeyer,2019,11,67,709,17,33,2.217,46,18/09/1995,"173,00","68,00",Germany,High/Medium,"70,50","58,83","78,33",Midfielder,24,1.508,29,"52,00","26,00","29,00","22,72043837","3,5",3,0,67,26
mayayoshida,2017,37,82,2.171,24,32,6.549,72,24/08/1988,"189,00","78,17",Japan,Medium/High,"60,17","73,00","74,00",Defender,29,,,,,,"21,88255275","3,5",1,,,
mayayoshida,2018,45,82,1.595,17,29,6.549,72,24/08/1988,"189,00","78,17",Japan,Medium/High,"60,17","73,00","74,00",Defender,30,2.171,24,"90,46","37,00","24,00","21,88255275","3,5",1,0,82,37
mbayediagne,2020,6,20,1.244,16,18,1.244,16,28/10/1991,"191,00","86,00",Senegal,Medium/Low,"62,33","71,67","75,00",Forward,29,,,,,,"23,57391519","2,5",2,,,
meritanshabani,2020,404,826,0,0,3,0,0,15/03/1999,"185,00","73,33",Germany,Medium/Medium,"65,67","53,33","62,33",Midfielder,21,,,,,,"21,42683224","3,0",3,,,
michaelcarrick,2017,122,122,114,2,9,1.807,25,28/07/1981,"188,00","74,00",England,Low/Medium,"50,00","67,00","80,33",Midfielder,36,,,,,,"20,93707560","2,5",3,,,
michaeldawson,2016,148,148,1.829,22,24,1.829,22,18/11/1983,"188,00","76,00",England,Medium/High,"30,33","71,00","73,17",Defender,33,,,,,,"21,50294251","3,5",1,,,
michaelhefele,2017,215,580,39,2,11,39,2,1/09/1990,"192,00","91,00",Germany,Medium/High,"49,33","77,00","68,67",Defender,27,,,,,,"24,68532986","3,5",1,,,
michaelkeane,2017,8,39,2.700,30,34,15.032,164,11/01/1993,"190,00","82,00",England,Medium/High,"64,67","77,00","77,33",Defender,24,,,,,,"22,71468144","3,5",1,,,
michaelkeane,2018,28,39,3.136,33,35,15.032,164,11/01/1993,"190,00","82,00",England,Medium/High,"64,67","77,00","77,33",Defender,25,2.700,30,"90,00","8,00","30,00","22,71468144","3,5",1,0,39,8
michaelkeane,2019,3,39,2.711,31,37,15.032,164,11/01/1993,"190,00","82,00",England,Medium/High,"64,67","77,00","77,33",Defender,26,5.836,63,"92,63","18,00","31,50","22,71468144","3,5",1,0,78,28
michaelobafemi,2018,176,507,155,6,6,962,32,6/07/2000,"169,00","71,00",Republic of Ireland,High/Low,"76,33","53,67","64,67",Forward,18,,,,,,"24,85907356","3,0",2,,,
michaelobafemi,2019,27,507,717,21,31,962,32,6/07/2000,"169,00","71,00",Republic of Ireland,High/Low,"76,33","53,67","64,67",Forward,19,155,6,"25,83","176,00","6,00","24,85907356","3,0",2,1,507,176
michaelobafemi,2020,304,507,77,4,14,962,32,6/07/2000,"169,00","71,00",Republic of Ireland,High/Low,"76,33","53,67","64,67",Forward,20,872,27,"32,30","101,50","13,50","24,85907356","3,0",2,0,1.014,27
michaelverrips,2019,11,11,0,0,12,0,0,3/12/1996,"195,00","88,33",Netherlands,Medium/Medium,,,"66,67",Goalkeeper,23,,,,,,"23,23033092","3,0",0,,,
michailantonio,2016,152,578,2.558,29,29,10.123,133,28/03/1990,"178,80","81,00",England,High/High,"84,80","81,40","78,00",Forward,26,,,,,,"25,33669655","4,0",2,,,
michailantonio,2017,212,578,1.423,21,21,10.123,133,28/03/1990,"178,80","81,00",England,High/High,"84,80","81,40","78,00",Forward,27,2.558,29,"88,21","152,00","29,00","25,33669655","4,0",2,1,578,152
michailantonio,2018,5,578,2.229,33,35,10.123,133,28/03/1990,"178,80","81,00",England,High/High,"84,80","81,40","78,00",Forward,28,3.981,50,"79,62","182,00","25,00","25,33669655","4,0",2,1,1.156,212
michailantonio,2019,112,578,1.860,24,24,10.123,133,28/03/1990,"178,80","81,00",England,High/High,"84,80","81,40","78,00",Forward,29,6.210,83,"74,82","123,00","27,67","25,33669655","4,0",2,0,1.734,5
michailantonio,2020,97,578,2.053,26,26,10.123,133,28/03/1990,"178,80","81,00",England,High/High,"84,80","81,40","78,00",Forward,30,8.070,107,"75,42","120,25","26,75","25,33669655","4,0",2,0,2.312,112
michelvorm,2017,14,44,95,1,37,725,8,20/10/1983,"183,50","85,25",Netherlands,Medium/Medium,,,"79,25",Goalkeeper,34,,,,,,"25,31758347","3,0",0,,,
michelvorm,2018,30,44,190,2,6,725,8,20/10/1983,"183,50","85,25",Netherlands,Medium/Medium,,,"79,25",Goalkeeper,35,95,1,"95,00","14,00","1,00","25,31758347","3,0",0,0,44,14
michybatshuayi,2017,56,56,403,12,21,2.581,77,2/10/1993,"185,00","83,17",Belgium,Medium/Low,"78,50","72,33","79,50",Forward,24,,,,,,"24,29997565","2,5",2,,,
mohamedelneny,2016,7,64,734,14,28,3.680,58,11/07/1992,"180,50","72,33",Egypt,Medium/High,"59,83","75,83","75,50",Midfielder,24,,,,,,"22,20158941","3,5",3,,,
mohamedelneny,2017,20,64,910,13,24,3.680,58,11/07/1992,"180,50","72,33",Egypt,Medium/High,"59,83","75,83","75,50",Midfielder,25,734,14,"52,43","7,00","14,00","22,20158941","3,5",3,0,64,7
mohamedelneny,2018,25,64,399,8,29,3.680,58,11/07/1992,"180,50","72,33",Egypt,Medium/High,"59,83","75,83","75,50",Midfielder,26,1.644,27,"60,89","13,50","13,50","22,20158941","3,5",3,0,128,20
mohamedelneny,2020,12,64,1.637,23,36,3.680,58,11/07/1992,"180,50","72,33",Egypt,Medium/High,"59,83","75,83","75,50",Midfielder,28,2.043,35,"58,37","17,33","11,67","22,20158941","3,5",3,0,192,25
mohamedelyounoussi,2018,29,86,845,16,24,845,16,4/08/1994,"178,00","70,00",Norway,High/Medium,"81,17","64,83","75,17",Midfielder,24,,,,,,"22,09317005","3,5",3,,,
mohamedsalah,2017,18,70,3.016,36,36,12.657,145,15/06/1992,"175,00","70,83",Egypt,High/Medium,"92,17","69,50","85,33",Forward,25,,,,,,"23,12925170","3,5",2,,,
mohamedsalah,2018,11,70,3.405,38,38,12.657,145,15/06/1992,"175,00","70,83",Egypt,High/Medium,"92,17","69,50","85,33",Forward,26,3.016,36,"83,78","18,00","36,00","23,12925170","3,5",2,0,70,18
mohamedsalah,2019,27,70,3.000,34,37,12.657,145,15/06/1992,"175,00","70,83",Egypt,High/Medium,"92,17","69,50","85,33",Forward,27,6.421,74,"86,77","14,50","37,00","23,12925170","3,5",2,0,140,11
mohammedsalisu,2020,108,261,897,12,23,897,12,17/04/1999,"189,00","83,33",Ghana,Medium/High,"66,67","75,00","69,00",Defender,21,,,,,,"23,32894749","3,5",1,,,
moisekean,2019,8,189,946,29,36,969,31,28/02/2000,"182,00","77,25",Italy,High/Medium,"76,00","64,50","71,50",Forward,19,,,,,,"23,32145876","3,5",2,,,
moisekean,2020,35,189,23,2,3,969,31,28/02/2000,"182,00","77,25",Italy,High/Medium,"76,00","64,50","71,50",Forward,20,946,29,"32,62","8,00","29,00","23,32145876","3,5",2,0,189,8
morgansanson,2020,34,59,321,9,11,321,9,18/08/1994,"180,00","72,67",France,Medium/Medium,"74,17","74,67","79,00",Midfielder,26,,,,,,"22,42798354","3,0",3,,,
morganschneiderlin,2016,4,304,1.145,17,21,5.359,76,8/11/1989,"183,67","75,00",France,Low/High,"61,00","78,83","79,83",Midfielder,27,,,,,,"22,23312835","3,0",3,,,
morganschneiderlin,2017,8,304,2.260,30,34,5.359,76,8/11/1989,"183,67","75,00",France,Low/High,"61,00","78,83","79,83",Midfielder,28,1.145,17,"67,35","4,00","17,00","22,23312835","3,0",3,0,304,4
morganschneiderlin,2018,58,304,886,14,19,5.359,76,8/11/1989,"183,67","75,00",France,Low/High,"61,00","78,83","79,83",Midfielder,29,3.405,47,"72,45","6,00","23,50","22,23312835","3,0",3,0,608,8
morganschneiderlin,2019,213,304,1.068,15,19,5.359,76,8/11/1989,"183,67","75,00",France,Low/High,"61,00","78,83","79,83",Midfielder,30,4.291,61,"70,34","23,33","20,33","22,23312835","3,0",3,0,912,58
moritzleitner,2019,19,62,715,9,13,715,9,8/12/1992,"176,67","68,67",Germany,Medium/Medium,"71,33","58,33","73,00",Midfielder,27,,,,,,"22,00071200","3,0",3,,,
moussadjenepo,2019,99,148,1.053,18,21,2.367,45,15/06/1998,"177,00","65,00",Mali,Medium/Medium,"83,25","58,50","68,25",Midfielder,21,,,,,,"20,74755019","3,0",3,,,
moussadjenepo,2020,49,148,1.314,27,34,2.367,45,15/06/1998,"177,00","65,00",Mali,Medium/Medium,"83,25","58,50","68,25",Midfielder,22,1.053,18,"58,50","99,00","18,00","20,74755019","3,0",3,0,148,99
moussasissoko,2018,68,146,2.441,29,30,9.170,141,16/08/1989,"187,00","88,33",France,High/High,"78,33","86,17","78,50",Midfielder,29,,,,,,"25,26046880","4,0",3,,,
moussasissoko,2019,78,146,2.575,29,29,9.170,141,16/08/1989,"187,00","88,33",France,High/High,"78,33","86,17","78,50",Midfielder,30,2.441,29,"84,17","68,00","29,00","25,26046880","4,0",3,0,146,68
muhamedbesic,2016,227,227,0,0,2,335,11,10/09/1992,"179,00","79,33",Bosnia Herzegovina,Medium/High,"66,83","74,00","73,83",Midfielder,24,,,,,,"24,75994299","3,5",3,,,
nabilbentaleb,2019,79,283,799,12,14,799,12,24/11/1994,"187,00","76,33",Algeria,Medium/Medium,"64,17","72,83","76,83",Midfielder,25,,,,,,"21,82885794","3,0",3,,,
nacerchadli,2017,164,390,226,5,11,2.436,36,2/08/1989,"187,67","83,50",Belgium,Medium/Medium,"75,67","76,50","77,67",Midfielder,28,,,,,,"23,70894315","3,0",3,,,
nahkiwells,2017,220,220,91,9,20,91,9,1/06/1990,"171,33","71,83",Bermuda,High/Medium,"80,00","65,00","70,33",Forward,27,,,,,,"24,47046889","3,5",2,,,
nampalysmendy,2016,266,354,276,4,11,4.346,64,23/06/1992,"167,67","69,67",France,Low/High,"70,50","73,83","75,33",Midfielder,24,,,,,,"24,78172713","3,0",3,,,
